ID; Error; A; n; w_PIGM; w_opt; wlse_PIGM; wlse_opt; wlse_sig; Sum(w_opt) 
56 ; 0 ; 1/9,7,2,1/3,1/6,8,3,1/2,4,1/9,9,2,8,5,2,8,5,1/4,1/5,1/8,2,1/6,9,1/7,3,1/7,7,1/6,3,7,5,1/6,9,1/8,4,1/8,7,1/7,3,9,1/7,3,1/2,6,6,1/3,1/8,1/9,4,1/2,1/6,1/6,3,1/3,1/3,7,3,5,1/7,1/7,3,1,7,1/7,2,1/6 ; 12 ; 0.0679,0.1245,0.0653,0.0547,0.0746,0.0678,0.0416,0.105,0.1291,0.1107,0.1047,0.0541 ; 0.0679,0.1245,0.0653,0.0547,0.0746,0.0678,0.0416,0.105,0.1291,0.1107,0.1047,0.0541 ; 9.772838 ; 9.772838 ; 9.7728 ; 1 
57 ; 0 ; 8,1/4,1/7,1,1/2,1/5,1/9,1/6,5,1/5,1/3,5,2,1/8,1/4,4,1/6,1/2,1/8,7,1/8,1/5,3,1/5,4,3,1/8,6,4,9,7,1/5,3,1/5,7,1/7,1/7,1/7,1/4,4,8,1/6,1/8,1/6,1 ; 10 ; 0.0544,0.0543,0.0636,0.1606,0.1123,0.0434,0.2618,0.0702,0.1042,0.0753 ; 0.0544,0.0543,0.0636,0.1606,0.1123,0.0434,0.2618,0.0702,0.1042,0.0753 ; 6.789786 ; 6.789786 ; 6.7898 ; 1 
58 ; 0 ; 1/7,5,1/8,1/2,1/9,1/3,3,1/9,2,1/8,3,1/6,1/7,9,1/3,2,1/6,1/3,4,1/7,1/9,1/9,1/3,7,8,1/3,1/4,1/7 ; 8 ; 0.0497,0.0513,0.1121,0.0411,0.2967,0.2014,0.1073,0.1404 ; 0.0497,0.0513,0.1121,0.0411,0.2967,0.2014,0.1073,0.1404 ; 5.950869 ; 5.950869 ; 5.9509 ; 1 
59 ; 0 ; 1/5,1/7,1/2,1/4,1/5,1/7,1,1/4,9,2 ; 5 ; 0.0472,0.0835,0.2297,0.5863,0.0532 ; 0.0472,0.0835,0.2297,0.5863,0.0532 ; 0.8633819 ; 0.8633818 ; 0.8634 ; 1 
60 ; 0 ; 6,3,1/7,1/4,7,5,2,1/3,8,4 ; 5 ; 0.1591,0.252,0.1476,0.3274,0.1139 ; 0.1591,0.252,0.1476,0.3274,0.1139 ; 6.134433 ; 6.134433 ; 6.1344 ; 1 
61 ; 0 ; 1/8,1/9,8,4,5,1/8,1/3,1/7,2,7,9,1/6,1/4,4,2,1/9,4,4,1/2,1/5,1,1/5,4,1/5,7,1/2,3,8,1/6,1/2,5,2,1/6,9,5,1/8,1,9,2,1/7,4,1/5,6,1/7,8,1/9,1/4,1/3,1/4,1/5,1/9,8,9,4,1/9,2,9,5,7,1/4,1/4,1/8,1/2,1/2,1/9,6,1/8,6,1/6,7,1/6,3,6,9,1/2,1/8,4,1/5,3,1/2,2,1/7,1/4,1/2,7,1/5,1/5,4,1/9,1/4,1/7,5,1/2,1/6,6,1/2,1/9,8,5,3,1/3,7,1/5,1/6,1/9 ; 15 ; 0.05,0.0816,0.096,0.0409,0.0724,0.0468,0.0757,0.054,0.0863,0.0502,0.0698,0.0489,0.087,0.0517,0.0886 ; 0.05,0.0816,0.096,0.0409,0.0724,0.0468,0.0757,0.054,0.0863,0.0502,0.0698,0.0489,0.087,0.0517,0.0886 ; 10.62988 ; 10.62988 ; 10.6299 ; 1 
62 ; 0 ; 2,5,1/9,1/2,3,1/3,2,1/8,1/6,2,5,1/4,8,1,6,1/5,1/2,1/6,1/6,1/3,8,7,1/4,3,1/4,5,1,6,4,1/9,7,4,6,3,2,7,1/4,7,9,1,5,6,1/2,1/7,4,3,1/8,1/5,9,1/3,8,3,9,8,7,2,1/5,1/9,6,2,1/7,3,1/5,8,7,1/7,1/3,7,3,1/9,1/6,2,1/5,1/5,1/8,8,1,1/3 ; 13 ; 0.051,0.0745,0.0567,0.2498,0.0504,0.1359,0.0434,0.0831,0.0334,0.04,0.0623,0.0381,0.0812 ; 0.051,0.0745,0.0567,0.2498,0.0504,0.1359,0.0434,0.0831,0.0334,0.04,0.0623,0.0381,0.0812 ; 6.465466 ; 6.465466 ; 6.4655 ; 1 
63 ; 0 ; 6,4,1/2,5,9,1/7,1/2,9,1/4,1/5,6,1/8,1,4,6,1/2,1/7,1/3,3,7,7,4,7,1/2,1/8,4,7,6,1/6,2,1,1/2,1/6,7,3,1/2,1/7,3,1/2,8,1,3,1/9,1,8,5,8,1/8,5,1/4,6,1/4,1/4,1,1/7,1/6,1/9,5,1/2,3,1/9,1/8,1/8,6,9,2,1/6,2,1/7,1/7,1/9,2,2,1/9,1,1/9,9,1 ; 13 ; 0.0782,0.1165,0.0705,0.1384,0.0515,0.0436,0.046,0.0769,0.0397,0.0449,0.0693,0.1422,0.0823 ; 0.0782,0.1165,0.0705,0.1384,0.0515,0.0436,0.046,0.0769,0.0397,0.0449,0.0693,0.1422,0.0823 ; 8.612042 ; 8.612042 ; 8.612 ; 1 
64 ; 0 ; 1,1/4,2,3,3,1,5,4,1/3,7,4,1/6,1/8,8,1/8,1/8,1/6,1,1/9,9,1/8,1/3,5,5,1/2,7,7,9,9,1/5,1/8,1/4,1/9,8,1/3,1/4,1/7,2,5,4,2,1,1/5,8,6,1/9,5,1/2,1/8,1/7,1,2,1/3,7,1 ; 11 ; 0.2552,0.0329,0.1072,0.0442,0.0642,0.0566,0.058,0.1049,0.1623,0.0694,0.0452 ; 0.2552,0.0329,0.1072,0.0442,0.0642,0.0566,0.058,0.1049,0.1623,0.0694,0.0452 ; 6.653636 ; 6.653636 ; 6.6536 ; 1 
65 ; 0 ; 1/5,6,6,1/4,1/7,8,1/7,6,8,3,5,1/4,8,6,7,5,1/9,6,5,1/8,8,9,1/5,9,1/9,9,1/7,1/3,2,1/5,1,8,1/4,9,1/2,1/3,8,8,1/8,4,1/3,1/5,1/3,1/5,1/6,5,5,7,1/2,1/6,5,1,1/6,7,1/8 ; 11 ; 0.1079,0.1472,0.0602,0.1556,0.0732,0.0646,0.1212,0.0637,0.0731,0.0513,0.0821 ; 0.1079,0.1472,0.0602,0.1556,0.0732,0.0646,0.1212,0.0637,0.0731,0.0513,0.0821 ; 10.64782 ; 10.64782 ; 10.6478 ; 1 
66 ; 0 ; 6,4,1/8,1/4,1/8,1/6,1/4,4,1/6,1/9,1/5,1/6,1/3,1/3,1/6,4,5,4,2,1/4,1/6,6,1/2,6,7,4,1/6,1/5,1/2,6,1/6,1,1/3,7,1/8,6 ; 9 ; 0.0545,0.0413,0.1184,0.3142,0.0758,0.123,0.0925,0.0921,0.0882 ; 0.0545,0.0413,0.1184,0.3142,0.0758,0.123,0.0925,0.0921,0.0882 ; 5.148879 ; 5.148879 ; 5.1489 ; 1 
67 ; 0 ; 9,1/8,1/5,5,1/3,5,8,1/3,1/6,1/4,1/4,7,1/6,5,3,7,1/8,6,7,6,1/2,1/4,4,1/4,9,1/2,9,4,1/2,4,3,2,1/3,1/7,1/6,1/3,1,1/8,1/2,3,1/3,3,5,5,2,1,1/8,4,1/5,6,1/4,1/5,3,1/9,8,1/5,5,1/4,1,3,1/4,5,7,1/6,1/7,1/2,5,1/5,7,4,8,1/2,9,1/6,9,1/6,6,1/7,1/4,6,3,1/2,1/2,3,1/3,1/8,1/6,7,1,1/2,4,1,1,1/5,4,1/3,1/2,2,1/7,1/4,8,2,8,2,1/3 ; 15 ; 0.0561,0.0629,0.0582,0.067,0.0571,0.0601,0.0685,0.0434,0.0465,0.1013,0.0527,0.1694,0.0382,0.0774,0.0411 ; 0.0561,0.0629,0.0582,0.067,0.0571,0.0601,0.0685,0.0434,0.0465,0.1013,0.0527,0.1694,0.0382,0.0774,0.0411 ; 7.351534 ; 7.351534 ; 7.3515 ; 1 
68 ; 0 ; 1/6,9,6,1/3,1,1/3,1,4,1/7,7,1/6,8,1/2,1/6,1/8,1/2,3,6,8,1/9,1/6,9,7,1/8,8,9,3,1/7,1/2,1/2,1/2,4,5,3,1/2,8,1/7,5,1/7,3,1/7,2,8,1/2,1/3,9,1/9,1/5,9,1/6,1/4,9,1,1/8,1/7 ; 11 ; 0.1316,0.1033,0.0668,0.0923,0.1372,0.0954,0.075,0.1038,0.0605,0.0802,0.0538 ; 0.1316,0.1033,0.0668,0.0923,0.1372,0.0954,0.075,0.1038,0.0605,0.0802,0.0538 ; 11.01995 ; 11.01995 ; 11.0199 ; 1 
69 ; 0 ; 9,8,3,2,1/4,1/9,9,2,1/5,1/4,9,1/4,1/5,5,2,1/8,7,4,1/5,1/2,1/3,7,1,7,1/4,1/7,8,1/2 ; 8 ; 0.1158,0.073,0.0856,0.1439,0.3207,0.0842,0.1187,0.0582 ; 0.1158,0.073,0.0856,0.1439,0.3207,0.0842,0.1187,0.0582 ; 7.474836 ; 7.474836 ; 7.4748 ; 1 
70 ; 0 ; 1/4,1/9,1/2,3,8,1/8 ; 4 ; 0.05,0.766,0.066,0.118 ; 0.05,0.7659,0.066,0.118 ; 1.051436 ; 1.051436 ; 1.0514 ; 1 
71 ; 0 ; 1/5,7,6,1/2,3,1/3,1/9,2,2,1/9,3,4,1/3,7,3,8,1/5,1/9,1/3,2,6,3,1/4,1/2,5,4,2,9,1/5,9,3,9,5,1/4,1/3,1/6,2,5,1/7,1/2,1/7,3,4,1/8,9,1/5,8,1/2,1/5,1/6,1/2,1/2,4,1/3,4 ; 11 ; 0.0597,0.0935,0.124,0.1152,0.0556,0.0685,0.0801,0.0813,0.0544,0.1645,0.1032 ; 0.0597,0.0935,0.124,0.1152,0.0556,0.0685,0.0801,0.0813,0.0544,0.1645,0.1032 ; 7.623914 ; 7.623914 ; 7.6239 ; 1 
72 ; 0 ; 1/6,2,3,1/3,1/3,1/4,7,4,7,1,5,7,1/5,1/9,1/5,1/7,9,9,6,9,1/6 ; 7 ; 0.088,0.6026,0.0427,0.0527,0.1402,0.034,0.0397 ; 0.088,0.6026,0.0427,0.0527,0.1402,0.034,0.0397 ; 1.97279 ; 1.97279 ; 1.9728 ; 1 
73 ; 0 ; 4,3,1/3,1/5,1/4,6,6,3,1/6,8,5,1/7,2,1/7,1/6,1/4,3,1/5,1/2,5,9,1/4,1/7,6,4,5,1/5,1/4,1/7,1/4,5,3,1/5,6,4,1/9 ; 9 ; 0.1556,0.0568,0.1523,0.0764,0.0667,0.2765,0.0891,0.0501,0.0765 ; 0.1556,0.0568,0.1523,0.0764,0.0667,0.2765,0.0891,0.0501,0.0765 ; 5.439004 ; 5.439004 ; 5.439 ; 1 
74 ; 0 ; 1/8,1/6,1/5,1,7,1/6,1/9,1,1,1/2,1/6,1/3,7,1/7,7,3,1/5,4,1/6,6,2,1/3,1/2,1/8,4,1/5,2,2,1/2,1,1/5,7,3,9,1/4,1/2,1,1/4,1/7,1,1/3,1/4,1/5,1/2,5,1/3,6,1/9,7,1/6,5,1,1/5,6,7,3,6,1/6,1/7,9,7,1/7,6,9,1/2,7,1/6,1/3,6,4,4,7,1/7,3,5,1/7,9,2 ; 13 ; 0.0417,0.0902,0.0662,0.0945,0.0412,0.121,0.0726,0.1107,0.1298,0.044,0.0562,0.0833,0.0485 ; 0.0417,0.0902,0.0662,0.0945,0.0412,0.121,0.0726,0.1107,0.1298,0.044,0.0562,0.0833,0.0485 ; 7.576184 ; 7.576184 ; 7.5762 ; 1 
75 ; 0 ; 9,4,9,3,6,3 ; 4 ; 0.7144,0.0902,0.1351,0.0603 ; 0.7144,0.0902,0.1351,0.0603 ; 0.2600832 ; 0.2600832 ; 0.2601 ; 1 
76 ; 0 ; 1/7,1,1/9,5,1/6,3,1/2,4,1/3,1/3 ; 5 ; 0.0577,0.163,0.4061,0.175,0.1982 ; 0.0577,0.163,0.4061,0.175,0.1982 ; 3.196721 ; 3.196721 ; 3.1967 ; 1 
77 ; 0 ; 2,8,9,1/2,1,1/6,1/9,1/3,1/8,1/7,7,3,8,1/4,5,1/5,1/7,5,1,9,8,3,1/9,1,1,1/7,3,2,1,1,1,1/3,1/7,1/6,1/2,1/2 ; 9 ; 0.095,0.0979,0.1007,0.0621,0.1704,0.1118,0.1023,0.133,0.1267 ; 0.095,0.0979,0.1007,0.0621,0.1704,0.1118,0.1023,0.133,0.1267 ; 8.683236 ; 8.683236 ; 8.6832 ; 1 
78 ; 0 ; 9,5,1/9,8,1/3,1,9,1,1/7,1/9 ; 5 ; 0.2347,0.1954,0.2185,0.2096,0.1418 ; 0.2347,0.1954,0.2185,0.2096,0.1418 ; 13.98282 ; 13.98282 ; 13.9828 ; 1 
79 ; 0 ; 1/5,1/9,1,9,1/5,1/6,2,9,1/4,1/9,5,4,9,7,2,1/9,1/5,4,6,1,9,1/2,5,1,3,1/4,1/7,8,1/7,1,5,7,1/3,6,1/7,1/8,1/7,1/8,6,8,1/8,1/9,1/6,8,6 ; 10 ; 0.0629,0.0626,0.5168,0.0564,0.0516,0.0312,0.0396,0.0485,0.072,0.0585 ; 0.0629,0.0626,0.5168,0.0564,0.0516,0.0312,0.0396,0.0485,0.072,0.0585 ; 5.101482 ; 5.101482 ; 5.1015 ; 1 
80 ; 0 ; 1/2,2,6,3,3,1,1/8,5,1/8,2,2,9,9,3,1,1/2,8,1,8,2,3,4,1/9,1/2,2,2,1/6,1/8,1/3,3,2,4,1/6,3,1,1/8 ; 9 ; 0.0908,0.1209,0.3838,0.0521,0.0439,0.0586,0.0585,0.067,0.1245 ; 0.0908,0.1209,0.3838,0.0521,0.0439,0.0586,0.0585,0.067,0.1245 ; 3.809447 ; 3.809447 ; 3.8094 ; 1 
81 ; 0 ; 7,1/4,5,1/7,1/3,3,1/6,1,2,1/3,5,1/5,1/7,1/9,3,5,1/4,1/3,1/4,9,5 ; 7 ; 0.0696,0.0499,0.0551,0.0969,0.1164,0.5693,0.0428 ; 0.0696,0.0499,0.0551,0.0969,0.1164,0.5693,0.0428 ; 1.614138 ; 1.614138 ; 1.6141 ; 1 
82 ; 0 ; 1/2,1/3,1/5,3,1/9,1/6,1/7,1/5,1/9,9,4,4,3,1/8,1/7,2,5,8,1/9,1,3 ; 7 ; 0.0712,0.0751,0.0951,0.4304,0.0928,0.1092,0.1263 ; 0.0712,0.0751,0.0951,0.4304,0.0928,0.1092,0.1263 ; 6.64311 ; 6.64311 ; 6.6431 ; 1 
83 ; 0 ; 1/4,5,4,1/7,9,1/8,1/8,1/3,3,3,1/4,8,3,1/9,1/3,1/7,6,3,1/7,6,4,8,1/6,1/4,2,1/3,8,1/8,1/2,7,1/9,1/6,1,2,7,8,1/9,1/2,7,8,3,1,4,1,7,1/3,1/7,2,7,1,1/6,1/2,1/6,3,1/9 ; 11 ; 0.0637,0.0611,0.1248,0.0448,0.1141,0.061,0.0677,0.2287,0.1078,0.0757,0.0507 ; 0.0637,0.0611,0.1248,0.0448,0.1141,0.061,0.0677,0.2287,0.1078,0.0757,0.0507 ; 7.859776 ; 7.859776 ; 7.8598 ; 1 
84 ; 0 ; 1/3,5,5,1,1/5,4,1/9,4,3,1/8,1/7,5,9,1,9,1/9,5,1/4,1/2,2,7,1,1,1/5,1/9,1/6,1/6,9,1/9,1/9,4,1/8,7,1/7,9,6 ; 9 ; 0.0824,0.0589,0.0502,0.0599,0.0463,0.0996,0.0397,0.5314,0.0316 ; 0.0824,0.0589,0.0502,0.0599,0.0463,0.0996,0.0397,0.5314,0.0316 ; 3.713087 ; 3.713087 ; 3.7131 ; 1 
85 ; 0 ; 9,1/3,1/8,7,1/3,1/6,1/7,1/2,6,4,6,8,1/5,4,1/5,1/4,1/5,1/8,8,4,1,1/9,5,1/7,7,1/4,1,6,8,1/3,1/9,1/8,5,1/9,1/4,2 ; 9 ; 0.0772,0.1016,0.086,0.0841,0.1322,0.0591,0.0716,0.0903,0.2979 ; 0.0772,0.1016,0.086,0.0841,0.1322,0.0591,0.0716,0.0903,0.2979 ; 8.948215 ; 8.948215 ; 8.9482 ; 1 
86 ; 0 ; 1/7,1/2,1/3,1/3,7,4,6,1/6,9,4,9,1/7,1,1/7,2,3,5,1/2,1/2,5,1/6,1/7,8,7,1/3,7,9,1/9,1/8,6,2,1/6,8,1/4,1/4,2,1/3,4,1/6,1/8,9,1/2,1/2,1/7,3,4,6,2,8,1/2,3,8,9,1/8,5,1/5,7,9,5,1/3,1/9,1/4,1,7,1,5,1/2,1/5,1,1/5,8,1,1/2,1/7,1,1/8,1/8,6 ; 13 ; 0.0877,0.0899,0.0727,0.0702,0.177,0.0711,0.0592,0.0626,0.0646,0.0598,0.068,0.0543,0.0631 ; 0.0877,0.0899,0.0727,0.0702,0.177,0.0711,0.0592,0.0626,0.0646,0.0598,0.068,0.0543,0.0631 ; 9.773943 ; 9.773943 ; 9.7739 ; 1 
87 ; 0 ; 8,5,1/3,1/2,3,2,1/4,1/3,5,1,7,1/3,1,1/9,1/6,1/3,1/2,1/2,5,7,6,1,6,1/5,2,1/9,2,6,1,1/9,1/2,3,1/3,1/7,1/4,6,1/3,3,4,3,5,1/5,1/3,1,5,5,3,1/3,8,8,1/8,6,4,4,4 ; 11 ; 0.172,0.0476,0.0533,0.0455,0.082,0.1525,0.0805,0.1014,0.0842,0.1345,0.0466 ; 0.172,0.0476,0.0533,0.0455,0.082,0.1525,0.0805,0.1014,0.0842,0.1345,0.0466 ; 5.272496 ; 5.272496 ; 5.2725 ; 1 
88 ; 0 ; 3,7,1,1/2,1/4,1/5,1/6,1/7,1/6,8,1/2,1/7,1/3,1/8,1/3,1/3,7,3,1,1/6,1/9,1/2,1/5,1/3,3,1/8,4,6,5,1/9,1/9,1/2,1/8,1,9,9 ; 9 ; 0.0855,0.0649,0.0656,0.0629,0.0866,0.0681,0.2306,0.2485,0.0874 ; 0.0855,0.0649,0.0656,0.0629,0.0866,0.0681,0.2306,0.2485,0.0874 ; 7.223677 ; 7.223677 ; 7.2237 ; 1 
89 ; 0 ; 8,1/4,1,1/2,1/4,1/2,1,7,1/8,7,8,1/6,1/9,1/8,7,1/2,3,1/4,1/2,7,1/6 ; 7 ; 0.1308,0.0769,0.0552,0.0829,0.5306,0.0684,0.0551 ; 0.1308,0.0769,0.0552,0.0829,0.5306,0.0684,0.0551 ; 3.370784 ; 3.370784 ; 3.3708 ; 1 
90 ; 0 ; 5,8,1,1/5,1/5,1/6,1/5,1/6,1/8,9,1/5,1/2,1/4,1/4,9,4,4,1/8,1,1/9,2,1/9,5,6,3,1/6,1/6,1/4,7,1,2,9,2,1/5,1/9,1/7,2,6,1/2,1/6,1/8,6,1/3,5,7,1/8,2,1/5,1/8,1/3,1/4,4,4,1/7,1/4,7,1,9,1/9,4,1/8,4,2,1/6,3,1/2,7,7,1/3,1/8,8,5,9,1/6,5,1/5,3,1,7,5,1/9,5,1/9,3,1/7,8,1/8,1,1/4,1/9,9,3,1/2,3,8,7,1/6,1/7,5,1/9,8,6,1/2,5,5 ; 15 ; 0.0531,0.0468,0.0447,0.051,0.0628,0.1158,0.0785,0.055,0.0466,0.108,0.0328,0.0787,0.0694,0.0904,0.0663 ; 0.0531,0.0468,0.0447,0.051,0.0628,0.1158,0.0785,0.055,0.0466,0.108,0.0328,0.0787,0.0694,0.0904,0.0663 ; 10.13488 ; 10.13488 ; 10.1349 ; 1 
91 ; 0 ; 6,2,1/9,1/7,9,7,2,1/5,6,1,5,1/6,1/5,1/9,3,8,1/7,9,9,6,1,5,1/6,3,1/8,1/5,6,1/5,1/4,5,8,1,8,4,1/4,7,2,3,4,2,6,8,1/8,8,1/4,5,6,4,1/4,6,7,1/5,9,2,1/2,1/4,4,1/3,5,1/5,1/8,2,1/5,1/4,6,1/4,1/6,1/2,1/4,6,3,1/4,9,1/6,9,1/9,1/8,1,1/2,5,9,1/8,1,1/3,1/8,1/9,4,1/8,1/2,1,6 ; 14 ; 0.064,0.055,0.1402,0.1356,0.0871,0.0513,0.0534,0.0525,0.0498,0.0438,0.0471,0.0701,0.0875,0.0623 ; 0.064,0.055,0.1402,0.1356,0.0871,0.0513,0.0534,0.0525,0.0498,0.0438,0.0471,0.0701,0.0875,0.0623 ; 9.391351 ; 9.391351 ; 9.3914 ; 1 
92 ; 0 ; 9,1/4,1/5,1/2,1/3,1/9,5,9,7,1,1/9,9,1/6,1/4,1/8,5,7,3,1/5,4,1,6,3,3,5,1/7,8,3,2,5,1/5,1/8,1/3,9,5,1/5,5,1/3,6,8,8,1/7,5,1/9,8,5,1/5,1/5,1/2,1/5,1/7,1/3,1/5,8,1/8 ; 11 ; 0.0876,0.0473,0.1951,0.0616,0.21,0.0664,0.081,0.0637,0.0622,0.0831,0.0418 ; 0.0876,0.0473,0.1951,0.0616,0.21,0.0664,0.081,0.0637,0.0622,0.0831,0.0418 ; 8.160776 ; 8.160775 ; 8.1608 ; 1 
93 ; 0 ; 1/5,1/7,1/4,1/4,1/2,1/2,1/7,8,1/3,1/8,1/9,1/9,6,5,1/6 ; 6 ; 0.0418,0.0962,0.0359,0.6107,0.049,0.1665 ; 0.0418,0.0962,0.0359,0.6107,0.049,0.1665 ; 0.8309108 ; 0.8309108 ; 0.8309 ; 1 
94 ; 0 ; 1,1/8,1/4,2,6,1,8,1/9,3,1/6,1/2,1/9,2,6,9,1/7,3,1/7,1/3,5,3,1/2,1/6,1,5,1/6,1/5,3,7,7,1/9,8,7,1/8,1/4,1,1/4,5,6,3,1/4,1/3,1/2,1/9,1/3,2,6,1/3,1,4,7,4,5,5,7,1/7,1/4,4,1/6,1/6,1/3,1/7,1/7,1/9,1/7,8 ; 12 ; 0.0675,0.0742,0.1294,0.0741,0.0848,0.0594,0.0971,0.0661,0.1015,0.0674,0.105,0.0735 ; 0.0675,0.0742,0.1294,0.0741,0.0848,0.0594,0.0971,0.0661,0.1015,0.0674,0.105,0.0735 ; 9.658385 ; 9.658385 ; 9.6584 ; 1 
95 ; 0 ; 1/5,1,1/3,1/4,1/7,9,6,1/5,1/7,1/3,1/2,1/7,1/2,1/3,1/7,5,1/7,1/7,1/4,2,3,9,1/5,7,1/3,2,3,3,1/6,1/5,2,4,1/5,1/3,9,1/4,1/9,3,1/4,1/8,6,1/9,1/5,1/2,1/7,1/3,1/8,5,5,1/4,1/2,1/4,8,1/4,1/5,1/9,1/6,1/3,3,2,7,9,1/6,1,3,1/8 ; 12 ; 0.0568,0.0489,0.1054,0.0522,0.0485,0.0684,0.0506,0.0814,0.0581,0.1116,0.0712,0.2468 ; 0.0568,0.0489,0.1054,0.0522,0.0485,0.0684,0.0506,0.0814,0.0581,0.1116,0.0712,0.2468 ; 6.997165 ; 6.997165 ; 6.9972 ; 1 
96 ; 0 ; 1,1/9,6,1/7,1/2,5,1/5,1/5,1/5,1/9,2,1/8,2,1/4,8,8,1/7,3,6,6,2 ; 7 ; 0.0899,0.0813,0.1465,0.1506,0.1724,0.278,0.0813 ; 0.0899,0.0813,0.1465,0.1506,0.1724,0.278,0.0813 ; 7.909199 ; 7.909199 ; 7.9092 ; 1 
97 ; 0 ; 1/4,1/4,1/5,2,3,1/4,1/4,3,1/9,1/3,8,1/6,4,1/5,1/7,3,2,1/3,1/2,7,8,7,1/4,9,1/5,4,1/8,1/8,1/3,1/7,1/3,1,1/8,2,1/8,7,1/6,1/3,1/9,9,1/4,1/3,6,9,1/7,1/5,1/3,4,1/8,9,1/2,4,1/8,7,1 ; 11 ; 0.0744,0.1049,0.0889,0.0581,0.0571,0.1055,0.094,0.135,0.0729,0.1186,0.0907 ; 0.0744,0.1049,0.0889,0.0581,0.0571,0.1055,0.094,0.135,0.0729,0.1186,0.0907 ; 9.885375 ; 9.885375 ; 9.8854 ; 1 
98 ; 0 ; 9,1/6,1/8,9,4,8,1/3,1/4,1/5,9,1/8,1/5,1/6,9,1/9,1/3,7,6,1,1/2,1/4,3,5,8,1/6,7,1/3,4,1/9,1/5,1,1,6,8,1/5,1/9,1/7,5,8,3,1/4,1/6,1/8,1/8,1/9,1/2,3,1,1/5,1/2,8,1,1/9,3,1,5,7,8,1/2,1/4,5,6,1/7,7,1,1,1,1/8,2,1/2,2,2,4,5,8,1/2,1/7,3 ; 13 ; 0.0591,0.0561,0.0852,0.042,0.0358,0.0875,0.0561,0.0679,0.1384,0.1283,0.062,0.1104,0.0714 ; 0.0591,0.0561,0.0852,0.042,0.0358,0.0875,0.0561,0.0679,0.1384,0.1283,0.062,0.1104,0.0714 ; 8.983231 ; 8.983231 ; 8.9832 ; 1 
99 ; 0 ; 1/3,1/9,4,7,8,2,3,1/4,4,8,2,1,3,3,1/9 ; 6 ; 0.0946,0.2275,0.4858,0.0859,0.0429,0.0633 ; 0.0946,0.2275,0.4858,0.0859,0.0429,0.0633 ; 2.630539 ; 2.630539 ; 2.6305 ; 1 
100 ; 0 ; 1/8,1/7,4,1/3,1/3,1,1/7,1/7,1/2,7 ; 5 ; 0.0813,0.1412,0.1742,0.4134,0.1899 ; 0.0813,0.1412,0.1742,0.4134,0.1899 ; 5.470541 ; 5.470541 ; 5.4705 ; 1 
101 ; 0 ; 1/6,6,2,1,1,1/3,8,1/5,4,1,5,4,7,1/4,3,1/4,1/2,1,9,1/8,1/8,5,8,3,4,1/7,1/4,8,1/9,4,3,1/6,6,4,1/6,9 ; 9 ; 0.1219,0.33,0.0494,0.1397,0.0652,0.078,0.0422,0.1033,0.0704 ; 0.1219,0.33,0.0494,0.1397,0.0652,0.078,0.0422,0.1033,0.0704 ; 5.469828 ; 5.469828 ; 5.4698 ; 1 
102 ; 0 ; 1/4,1/9,6,1,6,1/7,1/3,5,2,1/7,2,2,3,6,7,1/8,1/9,1/9,4,3,2,5,1/7,6,3,2,1/6,1/4,7,1/9,2,1/6,5,1/4,6,8 ; 9 ; 0.0783,0.199,0.0561,0.1398,0.074,0.145,0.1324,0.113,0.0624 ; 0.0783,0.199,0.0561,0.1398,0.074,0.145,0.1324,0.113,0.0624 ; 7.934569 ; 7.934569 ; 7.9346 ; 1 
103 ; 0 ; 5,1/9,1/7 ; 3 ; 0.097,0.0856,0.8173 ; 0.097,0.0856,0.8173 ; 0.1656556 ; 0.1656556 ; 0.1657 ; 1 
104 ; 0 ; 1/3,2,1/6,6,1/4,7,1,2,1/5,8 ; 5 ; 0.163,0.3588,0.2255,0.1673,0.0854 ; 0.163,0.3588,0.2255,0.1673,0.0854 ; 4.715706 ; 4.715707 ; 4.7157 ; 1 
105 ; 0 ; 9,4,1/7,9,1/4,1/9,1,1/3,1/6,1/2,1/2,7,2,5,3 ; 6 ; 0.1103,0.029,0.1632,0.5638,0.0561,0.0776 ; 0.1103,0.029,0.1632,0.5638,0.0561,0.0776 ; 1.901266 ; 1.901266 ; 1.9013 ; 1 
106 ; 0 ; 1/9,9,1/3,5,1/4,1/2,1/7,8,1/8,2,6,7,1/5,1,1/6,2,1/2,1/6,7,2,1,7,1/9,1/9,5,1/3,1/2,8,5,9,1/3,2,1,3,6,1/3,1,1,3,1/7,1,8,1,6,1/3,1/5,1/9,2,1,9,1/4,3,4,1/7,5 ; 11 ; 0.0549,0.1083,0.0406,0.1517,0.0737,0.089,0.0599,0.1204,0.0508,0.1455,0.1052 ; 0.0549,0.1083,0.0406,0.1517,0.0737,0.089,0.0599,0.1204,0.0508,0.1455,0.1052 ; 7.320756 ; 7.320756 ; 7.3208 ; 1 
